名無しさん<><>17/05/28(日)22:42:39 ID:BQk<> &gt;&gt;43<br>そういやアイマスのニコ生で既婚者の平田さんやおにぎりさんが初めて会ったリアルユッキをはなかっぱで存在知った人とか言ってたみたいやな<br><br>新規が入りやすいのは事実なんやろな<br>って言っても7年続いたNHKアニメってアラサー世代のワイでもあまり思いつかんわ <>
名無しさん<><>17/06/09(金)16:59:12 ID:RXR<> 割とマジでクックルンとはなかっぱは今すぐやめて欲しい<br>ただ再放送で手抜きしているだけのはなかっぱはまだしも今年から3代目と不評な癖にgdgdなクックルンはなんやねん <>
名無しさん<>sage<>17/07/28(金)07:20:38 ID:1AH<> ちぃかっぱとかいう妄想狂ホンマ嫌い<br>たいして痛い目もみないし <>
名無しさん<><>17/08/07(月)23:47:14 ID:Du2<> まだ書き込みあって草しか生えない <>
名無しさん<><>17/08/08(火)07:01:22 ID:ct5<> アイ!マイ!まいん!とぜんまいざむらいは今すぐ戻ってきてクレメンス<br>いっそ再放送でええで <>
名無しさん<><>17/08/08(火)09:34:57 ID:QSE<> （まいんよりミミカに）もどして <>
名無しさん<><>17/08/08(火)10:17:28 ID:FJt<> ワイが1回上げたらまた書き込み来たやんけwwww <>
名無しさん<><>17/08/08(火)10:48:49 ID:DpN<> ぜんまいざむらいぐう面白い <>
名無しさん<><>17/08/08(火)12:12:16 ID:FJt<> &gt;&gt;51<br>このスレ半ばぜんまいざむらいになってるよな <>
名無しさん<><>17/08/17(木)17:41:09 ID:w3H<> 久々に見たけど糞つまらんかった <>
名無しさん<><>17/08/17(木)19:42:52 ID:Rbj<> でも子供人気はあるんやなというのをホークスとのコラボグッズで実感した <>
名無しさん<><>17/08/23(水)01:40:21 ID:xaM<> なんやこのスレ <>
名無しさん<><>17/08/23(水)14:02:50 ID:wX8<> なんやこれ草 <>
名無しさん<><>17/08/23(水)14:08:59 ID:6Fo<> なんか草 <>
名無しさん<><>17/08/23(水)15:08:12 ID:dus<> http://open.open2ch.net/test/read.cgi/onjanime/1502958409/1-<br><br>実況スレもある模様 <>
名無しさん<><>17/08/24(木)04:14:18 ID:Idk<> &gt;&gt;58<br><br>何が起きているのか全然わからなくて草 <>
名無しさん<><>17/08/24(木)08:47:42 ID:WiO<> &gt;&gt;59<br>イッチがひたすら実況する闇<br>ももかっぱが出た時は特にヤバい <>
名無しさん<><>17/08/24(木)09:19:53 ID:HRW<> ぜんまいざむらいは感動の名作 <>
名無しさん<><>17/08/24(木)17:26:01 ID:OdA<> &gt;&gt;61<br>ほんそれ<br>ぜんまいざむらいが4年間なのにはなかっぱとかいうろくに設定もない糞アニメが7年間もやるのは明らかにNHKの怠慢<br>内容の良し悪し関係なく毎日のようにやるアニメで7年間は引き延ばしすぎ <>
名無しさん<><>17/08/24(木)17:44:45 ID:nuE<> 今日のはなかっぱ酷いな。はなかっぱの頭の悪さとももかっぱの性格の悪さとツネナリの頭良いアッピルを全部ぐちゃ混ぜにして鍋で煮込んだ感じ <>
名無しさん<><>17/08/24(木)19:58:54 ID:WiO<> &gt;&gt;62<br>しかも、はなかっぱは通常放送に再放送混ぜる采配やってるんやろ? <>
名無しさん<><>17/08/24(木)23:41:02 ID:bA9<> &gt;&gt;63<br>つねなりの横顔きたい <>
名無しさん<><>17/08/24(木)23:41:06 ID:bA9<> きらい <>
名無しさん<><>17/08/26(土)00:42:27 ID:JU8<> ももかっぱはクソ<br>自意識過剰すぎて引く 女の子が可愛く無いアニメは子供向けでも総じてクソ <>
名無しさん<><>17/08/26(土)01:10:44 ID:Hi6<> http://i.imgur.com/0POBpU6.jpg<br>サルベージ上位がうざいは草 <>
名無しさん<><>17/08/26(土)10:33:07 ID:iYV<> &gt;&gt;67<br>サンドウィッチを不味く作れる天才やぞ <>
名無しさん<><>17/08/29(火)17:36:42 ID:F1r<> 今回のももかっぱナルシストすぎてただただ引いた<br>他のキャラもドン引きしていたし <>
名無しさん<><>17/08/29(火)17:37:54 ID:3XO<> 見る星全部をももかっぱ座と言い張り友人にドン引きされ終了 <>
名無しさん<><>17/08/29(火)17:41:03 ID:F1r<> とりあえずももかっぱの性悪メルヘン積み合わせた回<br>もはやホラーですわ<br>二話目は尺稼ぎが酷すぎたけど最後がちょっとほっこりした<br>ただ一話目がヤバすぎてもう <>
名無しさん<><>17/08/29(火)17:41:29 ID:F1r<> つめ合わせた <>
名無しさん<><>17/08/29(火)20:07:29 ID:tgM<> http://i.imgur.com/REdLgS9.png<br>http://i.imgur.com/GhCsk7L.png<br>http://i.imgur.com/X0IfUrz.png<br>http://i.imgur.com/ti9wOoX.png<br>http://i.imgur.com/jt6sXRC.png <>
名無しさん<><>17/08/30(水)17:34:57 ID:xpf<> スタッフの手抜きが酷かった <>
名無しさん<><>17/08/30(水)17:38:38 ID:xpf<> ポキポキアニメ健在なんやな <>
名無しさん<><>17/08/30(水)17:52:40 ID:xpf<> クックルンのアニメパート意外と面白い <>
名無しさん<><>17/09/01(金)13:18:09 ID:FOw<> スマホに来たLINEスタンプ告知通知がうざい <>
名無しさん<><>17/09/02(土)11:24:42 ID:Jek<> キャラの大半がイラつくデザインって凄い<br>その上そいつら性格や喋り方までうざいからほんま凄いわ <>
名無しさん<><>17/09/02(土)12:10:57 ID:rae<> 昨日は蝶べえの老害っぷりが炸裂していましたね <>
名無しさん<><>17/09/08(金)17:34:43 ID:tks<> 2話目はいい話だった <>
名無しさん<><>17/09/23(土)20:23:41 ID:2uD<> なんだこのスレwww <>
名無しさん<><>17/09/23(土)20:31:15 ID:wkm<> うーんこの熱心なファンの交流スレ <>
名無しさん<><>17/10/12(木)18:04:20 ID:GjW<> ぜんざいざむらいそんな前やったんか… <>
名無しさん<><>17/10/12(木)20:56:16 ID:56T<> お前らどうせおさるのジョージから来たんやろ <>
名無しさん<><>17/10/12(木)20:58:30 ID:HWQ<> てるてる坊主のガチコミュ障大嫌い <>
名無しさん<><>17/10/12(木)21:42:45 ID:Ft6<> たまに咲かせるクソみたいな創作花とか獅子じゅうろく博士のゴミ発明とか<br>超絶劣化ドラえもんシステム回ほんま嫌い <>
名無しさん<><>17/10/12(木)21:46:44 ID:xQ7<> &gt;&gt;86<br>あれでキャラ作れているとか勘違いしてそう <>
名無しさん<><>17/10/12(木)22:37:41 ID:ds6<> 杜野まこ発掘したのは評価したい <>
名無しさん<><>17/10/12(木)23:36:11 ID:alf<> 大正義おでんくん <>
名無しさん<><>17/10/13(金)00:05:56 ID:zQY<> &gt;&gt;85<br>絶対それだわwwww<br>ジョージがはなかっぱより数字あるの判明したからや<br><br>&gt;&gt;89<br>あまり知られてないが実はまこさんavexから送り込まれた代役なんやで… <>
名無しさん<><>17/10/13(金)00:25:20 ID:pO7<> こんな不人気アニメさっさと終わらせるべきらん <>
名無しさん<>sage<>17/10/13(金)10:28:05 ID:qrH<> バカ殿みたいなキャラの賢いアッピル嫌い <>
名無しさん<><>17/10/13(金)17:32:49 ID:92y<> ガングロたまごちゃんとかいう即ハボギャル <>
名無しさん<><>17/10/17(火)20:44:57 ID:zbx<> 闇 <>
名無しさん<><>17/11/28(火)22:42:35 ID:TUK<> age <>
名無しさん<><>17/11/28(火)23:04:52 ID:9T2<> 話の使い回しはもちろん１つの話の中ですら同じシーンを平気で使い回すし尺稼ぎだらけ<br>ほんま糞、スタッフは国民から集めた金でこんなゴミアニメを子供向けと称して見せ続けていることを恥じろ <>
名無しさん<><>17/11/28(火)23:14:45 ID:TUK<> &gt;&gt;97<br>この4行だけでも解りやすくて良い <>
名無しさん<><>18/01/22(月)00:18:02 ID:u9W<> あげ <>
同志スターリン<>poronken4@gmail.com<>18/01/22(月)19:07:38 ID:hrd<> &gt;&gt;22<br>草 <>
名無しさん<><>18/01/22(月)21:36:24 ID:8li<> この中に今日おんJのはなかっぱ実況スレにいたやつ絶対おるやろwww <>
名無しさん<>sage<>18/04/17(火)08:17:19 ID:yth<> ファーｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無しさん<>sage<>18/04/23(月)16:17:27 ID:d3r<> はなかっぱも8年目突入か <>
名無しさん<><>18/05/25(金)09:35:35 ID:oJQ<> ワカラン生える <>
名無しさん<><>18/05/25(金)11:08:01 ID:sLX<> まだ上がっていて大草原 <>
名無しさん<><>18/05/25(金)22:02:00 ID:BnM<> OPEDすら変えてないってマジ？<br>手抜きでも酷すぎるやろ… <>
名無し<><>18/06/17(日)11:01:29 ID:xnG<> 辛辣すぎて草 <>
名無しさん<><>18/06/17(日)14:19:34 ID:jjV<> はなかっぱ（2010） .214 3 21<br>はなかっぱ（2011） .192 2 12<br>はなかっぱ（2012） .201 1 14<br>はなかっぱ（2013） .223 0 11<br>はなかっぱ（2014） .198 1 8<br>はなかっぱ（2015） .206 2 11<br>はなかっぱ（2016） .211 1 10<br>はなかっぱ（2017） .196 6 9<br>はなかっぱ（2018） .200 0 2<br> <>
名無しさん<>sage<>18/07/25(水)18:16:43 ID:qBL<> はなかっぱはウンコ <>
名無しさん<>sage<>18/08/07(火)06:28:38 ID:Zqo<> はなかっぱはカス <>
名無しさん<>sage<>18/09/24(月)16:24:57 ID:jfw<> まだ終わらないのかこのアニメ <>
しししきしししひ<>sage<>18/10/08(月)16:33:27 ID:X6U<> 最後にop変えてどんだけ経ってると思ってるの！？ <>
名無しさん<>sage<>18/12/13(木)22:45:40 ID:GxY<> 再放送ばっかりすんな <>
名無しさん<><>19/01/14(月)17:49:27 ID:QHd<> ぜんまいざむらいを返して? <>
名無しさん<><>19/01/14(月)21:20:18 ID:hmu<> &gt;&gt;108<br>全部1引け <>
名無しさん<><>19/02/01(金)21:33:00 ID:w5n<> ぜんまいざむらいの必笑団子剣の時の変な踊りは見れたけどはなかっぱの花咲けパッカーンはなんか無理 <>
名無しさん<><>19/02/04(月)03:15:22 ID:pvE<> 最近テレビ見てないから分からんのやがはなかっぱってまだやってるんか？クソアニメにも程がある <>
名無しさん<><>19/02/04(月)08:44:45 ID:TlV<> 今年3月乗り越えたら10年選手になる模様 <>
名無しさん<><>19/03/02(土)19:31:48 ID:M1V<> はなかっぱは何故かカートゥーンネットワークでやり始めてイライラした思い出 <>
名無しさん<><>19/03/03(日)10:25:00 ID:sh0<> 【悲報】NHK軍、はなかっぱ選手との契約更新を発表。無事10年目を向かえる <>
SPU<><>19/03/26(火)16:23:11 ID:9HT<> ぜんまいざむらいとコラボ希望。 <>
名無しさん<>sage<>19/06/08(土)12:08:44 ID:59H<> ハナカスはとっとと消えろ <>
名無しさん<><>19/07/30(火)22:23:48 ID:iFt<> スーパーではなかっぱの納豆売ってるけどあれ美味いんか？<br>よく安くなってるのは見るかけるが <>
名無しさん<><>19/07/30(火)22:24:29 ID:iFt<> 見かけるや <>
名無しさん<><>19/08/10(土)08:39:08 ID:7Bp<> １０年目とか頭おかしい <>
名無しさん<><>19/08/10(土)08:57:11 ID:Vhi<> &gt;&gt;123<br>不味くはないけどおかめ納豆の方が好き <>
名無しさん<><>19/08/10(土)12:46:08 ID:Oj9<> 内容の良し悪し関係なく名作でもないのに10年目という時点でおかしい<br>さらに話を使い回しているんだから酷い<br>鈴衛残留より理解できない <>
■</b>忍【LV2,キメラ,FU】<><>19/08/10(土)13:12:05 ID:c5Q<> そんなにやってるんかアレ...<br>新しいの作れよ <>
名無しさん<><>19/08/10(土)15:34:18 ID:WxR<> 何か草 <>
名無しさん＠おーぶん<><>19/08/14(水)20:41:28 ID:tSr<> お前らはなかっぱで抜けるか？<br>抜けんやろ？<br>そういうことや <>
名無しさん<>sage<>19/08/20(火)19:33:36 ID:3BQ<> &gt;&gt;130<br>は？ガリゾーとホモセやぞ <>
名無しさん<><>19/08/23(金)21:44:37 ID:GLV<> なんやこのスレ… <>
名無しさん<><>19/08/23(金)21:44:50 ID:VLq<> ポニョ、そーすけ、好き！ <>
名無しさん<><>19/08/24(土)10:34:39 ID:9oH<> N国はNHKの問題いろいろ取り上げる癖にはなかっぱ問題取り上げないとか頭ワカランか？<br>余計なことやってねえでまずはなかっぱ潰せよ <>
■</b>忍【LV1,わらいぶくろ,WU】<><>19/08/24(土)16:02:00 ID:EMf<> 金有り余ってるのにコンテンツの創造をサボる公共放送機構の屑 <>
名無しさん<><>19/08/26(月)16:08:16 ID:pV6<> &gt;&gt;134<br>いや、いっそ新しい党作ったほうがええやん<br>は国党 <>
名無しさん<><>19/08/28(水)13:13:59 ID:n3o<> とっととワカラン咲かせろやカス <>
名無しさん<><>19/08/30(金)17:22:46 ID:ziz<> はなかっぱしね <>
名無しさん<><>19/09/03(火)00:33:59 ID:JdU<> 前にワカラン咲かせた会あったからそれ最終回でよかったのに<br>正直ストーリー性はチャー研と同レベルだと思う<br>特に尺稼ぎはチャー研より酷い <>
■</b>忍【LV1,ホイミスライム,WJ】<><>19/09/03(火)16:35:31 ID:ytW<> ガリゾーのビジュアルが受け付けない<br>蝿そのものやんけ <>
名無しさん<>sage<>19/09/03(火)16:36:41 ID:TH6<> こんなスレあったんか <>
名無しさん<><>19/09/05(木)00:27:10 ID:om0<> おもちゃ屋でトミカのミニカー見てたらこんなんあってさすがのワイもアンチになったわ<br>https://i.imgur.com/avzn8kF.jpg <>
名無しさん<><>19/09/06(金)00:25:26 ID:CTh<> &gt;&gt;142<br>廃車不可避 <>
名無しさん<><>19/09/07(土)18:28:41 ID:dJK<> &gt;&gt;142<br>ぶち壊せや <>
名無しさん<><>19/09/07(土)18:31:46 ID:dJK<> あーはなかっぱ終わんねえかな <>
名無しさん<><>19/09/09(月)11:39:57 ID:zsU<> 砂嵐流しているほうがマシ <>
■</b>忍【LV0,作成中..】<><>19/09/09(月)15:38:12 ID:OK8<> 焚火ずっと燃やしてる方が心が癒やされる <>
名無しさん<><>19/09/11(水)21:58:53 ID:w9n<> DVDのスクリーンセーバーのほうが面白い <>
名無しさん<><>19/09/15(日)12:10:39 ID:tsg<> 最近はなかっぱの視聴率落ちてるらしい<br>やっぱりオワコンなんだねｗｗｗｗｗ <>
名無しさん<><>19/09/21(土)20:40:12 ID:KSx<> 最近youtubeではなかっぱアンチが話題らしい <>
名無しさん<><>19/09/22(日)08:33:15 ID:CXw<> https://i.imgur.com/IRfR4pW.jpg<br>&gt;&gt;150<br>もしかしてこれか？ <>
名無しさん<><>19/09/22(日)17:40:29 ID:Ltu<> &gt;&gt;151<br>いいこと書くなぁ <>
名無しさん<><>19/09/22(日)18:02:29 ID:CXw<> おいおい<br>はなかっぱもいいけどももかっぱもクズだぞ <>
名無しさん<><>19/09/22(日)18:10:25 ID:Ltu<> ももかっぱは地雷女だからな<br>たぶんフェミでも許さない，というかフェミが嫌いそうなタイプ <>
名無しさん<><>19/09/28(土)21:47:30 ID:eoK<> &gt;&gt;149<br>始まったこともないだろ <>
名無しさん<><>19/09/28(土)23:16:21 ID:G2v<> はなかっぱガイジはおんＪに来るなよ <>
名無しさん<><>19/09/29(日)20:03:29 ID:dyO<> あげたろ！ <>
名無しさん<><>19/10/16(水)13:00:14 ID:Sp4<> はなかっぱ死ね <>
名無しさん<><>19/10/21(月)10:13:23 ID:bDV<> 1000pv達成してて草 <>
名無しさん<><>19/10/29(火)20:00:27 ID:AgU<> はなカッパ消えろ。カス <>
■</b>忍【LV0,作成中..】<><>19/10/29(火)21:51:10 ID:AG9<> もちろんのこと見てないけど存在自体が嫌 <>
■</b>忍【LV10,キラークラブ,W6】<><>19/11/09(土)22:57:09 ID:4AR<> <br>もう10年かあ <>
名無しさん<><>19/11/15(金)00:20:56 ID:HZW<> 人気があるわけでもないのに特に大きな変化もなくほぼ使い回しでマジで流す理由がわからない<br>無編集のアニマルビデオかクラシックでも流していたほうが有意義<br>電波の無駄遣いでしかない，幼少期にあの時間帯に見る番組がアレしかなかった子供が可哀想 <>
名無しさん<><>19/11/24(日)19:03:48 ID:vbW<> 飛ばされて草 <>
名無しさん<><>19/11/24(日)19:03:55 ID:tpj<> ぜんまいざむらいはクソアニメ <>
名無しさん<><>19/11/24(日)19:04:34 ID:QMs<> &gt;&gt;165<br>は？はなかっぱの方がクソやろ　死ね <>
名無しさん<><>19/11/24(日)19:04:57 ID:tpj<> &gt;&gt;166<br>どっちもゴミ <>
名無しさん<><>19/11/24(日)19:06:12 ID:QMs<> &gt;&gt;167<br>なんやて? <>
名無しさん<><>19/11/24(日)19:08:20 ID:QMs<> ももカスとかいうゴミもポイーで <>
名無しさん<><>19/11/26(火)22:57:10 ID:Y8S<> &gt;&gt;165<br>仮にクソだとしてもしっかり終わっただけマシ<br>はなかっぱは10年以上続いている<br>これだけでも差がある <>
名無しさん<><>19/11/26(火)23:05:49 ID:Zuh<> ぜんぜんｗぜんまいざむらいのｗｗｗ<br>おだんごだんだんｗｗだだんのｗｗｗｗｗだんｗｗｗ <>
名無しさん<><>19/12/13(金)17:43:05 ID:ssv<> ぜんまいざむらいは良かったやろ!<br>はなクソなんかと比べるもんやないわ <>
名無しさん<><>19/12/14(土)00:03:38 ID:aYf<> そもそもぜんまいざむらいはもう終わったしここははなかっぱアンチスレ<br>頭おはな畑かっぱ信者は住み分けくらいしろよ <>
■</b>忍【LV0,作成中..】<><>19/12/15(日)12:20:19 ID:39Q<> NHKがぶっ壊されるまで続くで <>
名無しさん<><>19/12/15(日)23:43:42 ID:73v<> なんやねんこのスレwww <>
名無しさん<><>19/12/15(日)23:45:57 ID:73v<> ここまでアゲルちゃんアンチおらんのはさすがやな<br>ワイが小1のときやったかな、アゲルちゃんに初恋したのは <>
名無しさん<><>19/12/17(火)17:20:38 ID:GFk<> わりとネタじゃなくはなかっぱってクソだよね<br>エンディングで歯磨きをしよう！とか<br>野菜を食べよう！だの教育教育してるのが看板アニメ枠たり得ない所以だと思うの<br>おじゃる丸や忍たまくらいやってくれや<br>ぜんまいざむらいのことはよく知らないけどあれはキャラデザが好きだった <>
豆大好き<>age<>19/12/24(火)07:37:32 ID:IGb<> 裁判の傍聴人 こけし<br>クソワロタwww. <>
名無しさん<>age<>19/12/24(火)19:36:50 ID:XFp<> お前らおやつ抜き！★ <>
名無しさん<><>20/01/03(金)12:28:12 ID:9te<> 今年も続くのか <>
名無しさん<><>20/01/27(月)18:39:13 ID:TD2<> おまいら喜べ今年も使いまわしかっぱだぞ <>
名無しさん<><>20/03/01(日)17:15:59 ID:Qlw<> なんやこのスレw <>
名無しさん<><>20/03/05(木)14:20:47 ID:nF6<> なんやこのスレ<br>ぜんまいさむらい信者の仕業か？ <>
名無しさん<><>20/03/05(木)16:53:57 ID:PVn<> 出演者のTwitterから察するが4月も続投で11年目突入みたいやな(ニッコリ) <>
名無しさん<><>20/03/08(日)05:48:42 ID:ufB<> はなかっぱ放送するのに俺たちの受信料が使われてると思うと腹立つ <>
名無しさん<><>20/03/14(土)21:34:51 ID:dAR<> マジでNHKからもどうでもいい存在なんだろうな<br>ならとっとと無くせと思うけれど <>
Ti<><>20/03/15(日)01:23:48 ID:XIo<> はなかっぱって超包茎やろ？ <>
■</b>忍【LV0,作成中..】<><>20/04/04(土)00:53:34 ID:MLZ<> ぜんまいざむらいとかいうgm <>
名無しさん<><>20/04/05(日)08:49:01 ID:5CT<> &gt;&gt;188<br>は？ <>
名無しさん<><>20/04/05(日)13:46:03 ID:nWr<> 現役の長寿アニメ（10年以上放送）一覧<br>・サザエさん<br>・ドラえもん<br>・アンパンマン<br>・ちびまる子ちゃん<br>・クレヨンしんちゃん<br>・忍たま乱太郎<br>・しまじろう<br>・名探偵コナン<br>・ポケモンシリーズ<br>・おじゃる丸<br>・ONE PIECE<br><br>・はなかっぱ← <>
名無しさん<><>20/04/05(日)15:12:25 ID:nZ9<> &gt;&gt;190<br>はなかっぱの場違い感ハンパないというかプリキュアとかがシリーズ毎に名前変えるからこんな悲惨なデータが生まれてしまったのか <>
名無しさん<><>20/04/14(火)12:20:14 ID:yKJ<> ホンマはなかっぱ <>
名無しさん<><>20/04/14(火)12:20:45 ID:yKJ<> この視聴率の落ち具合見ればオワコンって誰でも分かるやろ<br><br><br>2010年 2.2%<br>2011年 2.3%<br>2012年 2.5%<br>2018年 2.2%<br>2019年 2.1%<br><br>ソース<br>https://www.nhk.or.jp/bunken/research/yoron/pdf/20171219_1.pdf<br>https://www.nhk.or.jp/bunken/research/yoron/pdf/20191224_1.pdf<br>https://www.nhk.or.jp/bunken/summary/yoron/rating/pdf/121214.pdf<br>https://www.nhk.or.jp/bunken/summary/research/report/2012_03/20120306.pdf<br>https://www.nhk.or.jp/bunken/summary/yoron/rating/pdf/110301.pdf <>
名無しさん<><>20/04/14(火)12:24:04 ID:yKJ<> はなかっぱ11年目突入って辺りワイらに喧嘩売ってるとしか思えん<br>３ヶ月に１回しか新作放送せん癖続いてんじゃねえよ <>
名無しさん<><>20/04/14(火)12:24:58 ID:yKJ<> 今月で570話くらいなのにプライムは400話までしかない模様<br>とっとと追加しろや無能NHK <>
名無しさん<><>20/04/14(火)21:08:49 ID:wl1<> 9年で0.1しか変わってないやんけ <>
名無しさん<><>20/04/15(水)23:38:59 ID:lbP<> はなかっぱ死ね <>
名無しさん<>sage<>20/04/17(金)03:02:12 ID:LY3<> 明らかに怠慢だよね<br>受信料でクソアニメ作るな <>
名無しさん<><>20/04/18(土)00:44:41 ID:nlB<> &gt;&gt;193<br>よく見たら忍たまと同列でおじゃる丸やおさるのジョージより上なのか…<br>おかしい…こんなことは許されない… <>
